日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門(含包燈)(度),服務業部門(含包燈)用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),工業部門售電量(度),工業部門用電佔比(%),合計售電量(度),縣市用電佔比(%)
2020年08月,金門縣,12564660,0.4302,12132575,0.4154,311450,0.0107,4195352,0.1437,29204037,0.0014
2020年08月,連江縣,2753940,0.3619,4032621,0.5299,10336,0.0014,813500,0.1069,7610397,0.0004
2020年08月,合計,5520782368,0.2651,4306795484,0.2068,302041582,0.0145,10697065752,0.5136,20826685186,1
2020年07月,新北市,942896546,0.4384,635751458,0.2956,2883912,0.0013,569364825,0.2647,2150896741,0.103
2020年07月,台北市,616958564,0.3725,969311390,0.5852,1672812,0.001,68369910,0.0413,1656312676,0.0793
2020年07月,桃園市,444560215,0.1782,434052774,0.174,5456049,0.0022,1610316748,0.6456,2494385786,0.1195
2020年07月,台中市,647324929,0.2122,558105739,0.1829,16549856,0.0054,1828781188,0.5995,3050761712,0.1461
2020年07月,台南市,423850782,0.1593,303911301,0.1142,43446022,0.0163,1889870859,0.7102,2661078964,0.1275
2020年07月,高雄市,700504491,0.2567,536485810,0.1966,23479928,0.0086,1468453865,0.5381,2728924094,0.1307
2020年07月,宜蘭縣,92251681,0.2779,87119097,0.2625,8553856,0.0258,144004013,0.4338,331928647,0.0159
2020年07月,新竹縣,120029707,0.1342,94284724,0.1054,2674781,0.003,677191207,0.7573,894180419,0.0428
2020年07月,苗栗縣,119411684,0.1846,73871227,0.1142,3875927,0.006,449697346,0.6952,646856184,0.031
2020年07月,彰化縣,249787732,0.2396,192903519,0.185,54313878,0.0521,545535242,0.5233,1042540371,0.0499
2020年07月,南投縣,76492866,0.302,61833478,0.2441,10782259,0.0426,104167399,0.4113,253276002,0.0121
2020年07月,雲林縣,143175010,0.266,87254554,0.1621,45057289,0.0837,262665134,0.4881,538151987,0.0258
2020年07月,嘉義縣,98166028,0.3477,53575299,0.1898,29501902,0.1045,101070075,0.358,282313304,0.0135
2020年07月,屏東縣,182281902,0.3755,113587905,0.234,74673712,0.1538,114928906,0.2367,485472425,0.0233
2020年07月,台東縣,39968795,0.4196,41075051,0.4313,3123767,0.0328,11078455,0.1163,95246068,0.0046
2020年07月,花蓮縣,64617473,0.2871,75927892,0.3374,3029864,0.0135,81477623,0.362,225052852,0.0108
2020年07月,基隆市,67627164,0.473,53973707,0.3775,12033,0.0001,21375176,0.1495,142988080,0.0068
2020年07月,新竹市,116489543,0.1185,124491318,0.1266,1091010,0.0011,741339574,0.7538,983411445,0.0471
2020年07月,嘉義市,58156431,0.4707,55990754,0.4531,728707,0.0059,8684721,0.0703,123560613,0.0059
2020年07月,澎湖縣,20837414,0.4266,22578120,0.4623,488414,0.01,4937396,0.1011,48841344,0.0023
2020年07月,金門縣,12951234,0.4137,13570645,0.4334,358925,0.0115,4428106,0.1414,31308910,0.0015
2020年07月,連江縣,3145075,0.3941,4024018,0.5042,13041,0.0016,798451,0.1,7980585,0.0004
2020年07月,合計,5241485266,0.2511,4593679780,0.2201,331767944,0.0159,10708536219,0.513,20875469209,1
2020年06月,新北市,728250353,0.4141,524388893,0.2981,2367793,0.0013,503837156,0.2865,1758844195,0.0947
2020年06月,台北市,462474398,0.3423,836254965,0.6189,1536386,0.0011,50843223,0.0376,1351108972,0.0727
2020年06月,桃園市,445310658,0.1911,386456227,0.1658,4683283,0.002,1494014215,0.6411,2330464383,0.1254
2020年06月,台中市,531068219,0.1931,484504996,0.1761,15404725,0.0056,1719843805,0.6252,2750821746,0.1481
2020年06月,台南市,360532790,0.1477,280416344,0.1149,37505019,0.0154,1761933827,0.722,2440387980,0.1314
2020年06月,高雄市,456344483,0.1882,490231051,0.2022,20845625,0.0086,1456756998,0.6009,2424178157,0.1305
2020年06月,宜蘭縣,79553179,0.2731,69969637,0.2402,6846268,0.0235,134886423,0.4631,291255507,0.0157
2020年06月,新竹縣,111648658,0.133,86860144,0.1035,1989786,0.0024,638936822,0.7612,839435410,0.0452
2020年06月,苗栗縣,84476294,0.1477,62811180,0.1098,3158639,0.0055,421675425,0.737,572121538,0.0308
2020年06月,彰化縣,215473194,0.2316,182974127,0.1967,45148155,0.0485,486635519,0.5231,930230995,0.0501
2020年06月,南投縣,86494484,0.3452,58790499,0.2347,8662813,0.0346,96592995,0.3855,250540790,0.0135
2020年06月,雲林縣,127289434,0.2645,71720139,0.149,38283263,0.0795,243959618,0.5069,481252454,0.0259
2020年06月,嘉義縣,80400451,0.3337,46909906,0.1947,25816215,0.1071,87809187,0.3645,240935759,0.013
2020年06月,屏東縣,149550854,0.3541,101553239,0.2405,65699431,0.1556,105515236,0.2498,422318760,0.0227
2020年06月,台東縣,38389698,0.4437,34924283,0.4037,2555521,0.0295,10646675,0.1231,86516177,0.0047
2020年06月,花蓮縣,59361265,0.2835,65406828,0.3124,2268550,0.0108,82362567,0.3933,209399210,0.0113
2020年06月,基隆市,63909887,0.4895,46912594,0.3593,11647,0.0001,19725812,0.1511,130559940,0.007
2020年06月,新竹市,82452794,0.092,110376494,0.1232,906448,0.001,702392328,0.7838,896128064,0.0482
2020年06月,嘉義市,48177569,0.4606,47649211,0.4555,644776,0.0062,8133142,0.0778,104604698,0.0056
2020年06月,澎湖縣,14965945,0.4137,16430960,0.4542,403923,0.0112,4371882,0.1209,36172710,0.0019
2020年06月,金門縣,8982875,0.3735,10688198,0.4444,268210,0.0112,4109421,0.1709,24048704,0.0013
2020年06月,連江縣,1961884,0.3335,3226928,0.5486,8840,0.0015,684761,0.1164,5882413,0.0003
2020年06月,合計,4237069366,0.2281,4019456843,0.2164,285015316,0.0153,10035667037,0.5402,18577208562,1
2020年05月,新北市,612966618,0.3807,498232211,0.3095,2306523,0.0014,496449639,0.3084,1609954991,0.0906
2020年05月,台北市,398132374,0.323,778159170,0.6313,1439011,0.0012,54888987,0.0445,1232619542,0.0694
2020年05月,桃園市,321047038,0.1485,354851097,0.1642,3969040,0.0018,1481421015,0.6854,2161288190,0.1216
2020年05月,台中市,444598310,0.1671,468385793,0.176,14605380,0.0055,1733510913,0.6514,2661100396,0.1498
2020年05月,台南市,290415507,0.1237,268150339,0.1142,33791667,0.0144,1756089750,0.7478,2348447263,0.1322
2020年05月,高雄市,478162772,0.1937,481540347,0.1951,20915220,0.0085,1487745156,0.6027,2468363495,0.1389
2020年05月,宜蘭縣,64440266,0.2342,70528464,0.2564,5905613,0.0215,134226244,0.4879,275100587,0.0155
2020年05月,新竹縣,83761089,0.1047,78344172,0.0979,1900447,0.0024,635936126,0.795,799941834,0.045
2020年05月,苗栗縣,78808652,0.1348,63658927,0.1089,2616259,0.0045,439523913,0.7518,584607751,0.0329
2020年05月,彰化縣,183143753,0.2091,174763772,0.1995,38722369,0.0442,479275568,0.5472,875905462,0.0493
2020年05月,南投縣,61541764,0.2774,54583164,0.246,8897800,0.0401,96833270,0.4365,221855998,0.0125
2020年05月,雲林縣,109169371,0.2358,76774854,0.1658,33747446,0.0729,243245416,0.5254,462937087,0.0261
2020年05月,嘉義縣,72663621,0.3143,49800700,0.2154,23458632,0.1015,85234218,0.3687,231157171,0.013
2020年05月,屏東縣,134906698,0.3332,100952588,0.2493,64246347,0.1587,104766677,0.2588,404872310,0.0228
2020年05月,台東縣,29271175,0.4012,31667897,0.4341,2322369,0.0318,9692453,0.1329,72953894,0.0041
2020年05月,花蓮縣,46691646,0.2326,65146756,0.3245,2065710,0.0103,86846409,0.4326,200750521,0.0113
2020年05月,基隆市,47551181,0.4336,42981346,0.3919,8922,0.0001,19129866,0.1744,109671315,0.0062
2020年05月,新竹市,75783408,0.0855,102778877,0.116,835181,0.0009,706461386,0.7975,885858852,0.0499
2020年05月,嘉義市,39734499,0.4216,45969425,0.4877,570421,0.0061,7981558,0.0847,94255903,0.0053
2020年05月,澎湖縣,14205535,0.3875,17657589,0.4816,360525,0.0098,4439758,0.1211,36663407,0.0021
2020年05月,金門縣,9999153,0.403,10817160,0.436,269437,0.0109,3723257,0.1501,24809007,0.0014
2020年05月,連江縣,2431346,0.3982,2972596,0.4869,5899,0.001,695496,0.1139,6105337,0.0003
2020年05月,合計,3599425776,0.2026,3838717244,0.216,262960218,0.0148,10068117075,0.5666,17769220313,1
2020年04月,新北市,583412684,0.3945,424016877,0.2867,2149325,0.0015,469188478,0.3173,1478767364,0.0892
2020年04月,台北市,357907072,0.3394,652674324,0.619,1120700,0.0011,42736484,0.0405,1054438580,0.0636
2020年04月,桃園市,372936424,0.1743,320310865,0.1497,3870499,0.0018,1442246999,0.6741,2139364787,0.1291
2020年04月,台中市,417699550,0.1686,411538306,0.1662,13227146,0.0053,1634322630,0.6599,2476787632,0.1494
2020年04月,台南市,273423119,0.1237,242245969,0.1096,32284842,0.0146,1662254162,0.7521,2210208092,0.1334
2020年04月,高雄市,340146557,0.1502,431862264,0.1907,20625248,0.0091,1471393465,0.6499,2264027534,0.1366
2020年04月,宜蘭縣,66340101,0.2653,60937590,0.2437,5334777,0.0213,117424787,0.4696,250037255,0.0151
2020年04月,新竹縣,91282825,0.1217,74019678,0.0986,1567068,0.0021,583459849,0.7776,750329420,0.0453
2020年04月,苗栗縣,66833745,0.126,56105080,0.1057,2505120,0.0047,405183734,0.7636,530627679,0.032
2020年04月,彰化縣,174170601,0.2043,167605163,0.1966,37644125,0.0442,472935572,0.5549,852355461,0.0514
2020年04月,南投縣,72297977,0.3232,53414525,0.2388,8069734,0.0361,89883974,0.4019,223666210,0.0135
2020年04月,雲林縣,100105069,0.2307,68195225,0.1572,31338761,0.0722,234290147,0.5399,433929202,0.0262
2020年04月,嘉義縣,62762008,0.2802,43372769,0.1936,20975885,0.0936,96899524,0.4326,224010186,0.0135
2020年04月,屏東縣,110466404,0.3018,90902937,0.2484,63181636,0.1726,101449667,0.2772,366000644,0.0221
2020年04月,台東縣,31519478,0.4325,28462165,0.3906,2409152,0.0331,10481258,0.1438,72872053,0.0044
2020年04月,花蓮縣,50053368,0.2587,58215333,0.3009,2047005,0.0106,83186686,0.4299,193502392,0.0117
2020年04月,基隆市,54300674,0.4939,37985090,0.3455,11975,0.0001,17643753,0.1605,109941492,0.0066
2020年04月,新竹市,63750482,0.0794,87025809,0.1084,809965,0.001,650956398,0.8111,802542654,0.0484
2020年04月,嘉義市,36609685,0.439,38665530,0.4637,562275,0.0067,7550877,0.0906,83388367,0.005
2020年04月,澎湖縣,12104112,0.3976,13883513,0.456,361612,0.0119,4097043,0.1346,30446280,0.0018
2020年04月,金門縣,8490273,0.4257,8749576,0.4387,295021,0.0148,2408326,0.1208,19943196,0.0012
2020年04月,連江縣,2001499,0.3587,2940152,0.527,5373,0.001,632354,0.1133,5579378,0.0003
2020年04月,合計,3348613707,0.2021,3373128740,0.2035,250397244,0.0151,9600626167,0.5793,16572765858,1
2020年03月,新北市,621147414,0.4006,444705608,0.2868,2176410,0.0014,482690316,0.3113,1550719748,0.0894
2020年03月,台北市,395854023,0.3497,684605756,0.6048,1162382,0.001,50381133,0.0445,1132003294,0.0652
2020年03月,桃園市,339041050,0.1528,320018779,0.1443,3445987,0.0016,1555859549,0.7014,2218365365,0.1278
2020年03月,台中市,444668557,0.171,412263361,0.1585,12885299,0.005,1731239752,0.6656,2601056969,0.1499
2020年03月,台南市,285045829,0.126,235077255,0.1039,28645212,0.0127,1713304515,0.7574,2262072811,0.1304
2020年03月,高雄市,445057009,0.1823,424946446,0.1741,20038490,0.0082,1551066749,0.6354,2441108694,0.1407
2020年03月,宜蘭縣,67479437,0.248,65230994,0.2397,4630546,0.017,134790574,0.4953,272131551,0.0157
2020年03月,新竹縣,87947517,0.1141,69573259,0.0902,1606759,0.0021,611833061,0.7936,770960596,0.0444
2020年03月,苗栗縣,81200720,0.142,57512640,0.1006,2274736,0.004,430784267,0.7534,571772363,0.0329
2020年03月,彰化縣,185376969,0.2052,163468348,0.181,33484306,0.0371,521003651,0.5768,903333274,0.0521
2020年03月,南投縣,65209763,0.2945,50880995,0.2298,7455427,0.0337,97859399,0.442,221405584,0.0128
2020年03月,雲林縣,105521174,0.2324,69538022,0.1532,28330846,0.0624,250572541,0.552,453962583,0.0262
2020年03月,嘉義縣,73509641,0.3295,44078446,0.1976,19198858,0.0861,86297111,0.3868,223084056,0.0129
2020年03月,屏東縣,127169279,0.3372,89444345,0.2372,57356179,0.1521,103159060,0.2735,377128863,0.0217
2020年03月,台東縣,29841411,0.4196,28335524,0.3984,2351208,0.0331,10586910,0.1489,71115053,0.0041
2020年03月,花蓮縣,48089897,0.2479,59974131,0.3091,1939091,0.01,84025103,0.4331,194028222,0.0112
2020年03月,基隆市,50322532,0.4747,37961442,0.3581,9532,0.0001,17712912,0.1671,106006418,0.0061
2020年03月,新竹市,77154192,0.0926,89634125,0.1076,754179,0.0009,665321574,0.7988,832864070,0.048
2020年03月,嘉義市,38978109,0.4538,39258925,0.4571,461278,0.0054,7187163,0.0837,85885475,0.0049
2020年03月,澎湖縣,14280888,0.4117,15914422,0.4587,315956,0.0091,4180048,0.1205,34691314,0.002
2020年03月,金門縣,10889095,0.4649,9946900,0.4246,207650,0.0089,2381142,0.1017,23424787,0.0013
2020年03月,連江縣,2511689,0.4196,2837944,0.4741,4480,0.0007,631367,0.1055,5985480,0.0003
2020年03月,合計,3596296195,0.2072,3415207667,0.1968,228734811,0.0132,10112867897,0.5828,17353106570,1
2020年02月,新北市,611372532,0.4125,422068869,0.2847,2259159,0.0015,446593178,0.3013,1482293738,0.0907
2020年02月,台北市,374776025,0.3537,641594141,0.6055,1075740,0.001,42193358,0.0398,1059639264,0.0649
2020年02月,桃園市,394940316,0.1836,319250662,0.1484,3900798,0.0018,1433141936,0.6662,2151233712,0.1317
2020年02月,台中市,435360297,0.1783,398170618,0.1631,12365046,0.0051,1595821402,0.6536,2441717363,0.1494
2020年02月,台南市,284767095,0.1351,229060060,0.1086,32206258,0.0153,1562399763,0.741,2108433176,0.129
2020年02月,高雄市,346623517,0.157,403348166,0.1826,21134174,0.0096,1437356929,0.6508,2208462786,0.1352
2020年02月,宜蘭縣,70978737,0.2685,62783436,0.2375,5136040,0.0194,125411678,0.4745,264309891,0.0162
2020年02月,新竹縣,95243605,0.1289,73731254,0.0998,1527941,0.0021,568389026,0.7692,738891826,0.0452
2020年02月,苗栗縣,69582093,0.1362,55866911,0.1093,2265538,0.0044,383264519,0.7501,510979061,0.0313
2020年02月,彰化縣,177387746,0.2062,164304530,0.191,35222697,0.0409,483318626,0.5618,860233599,0.0526
2020年02月,南投縣,77726104,0.3353,54553959,0.2354,8312027,0.0359,91201151,0.3935,231793241,0.0142
2020年02月,雲林縣,96063701,0.2266,65285051,0.154,30956515,0.073,231562551,0.5463,423867818,0.0259
2020年02月,嘉義縣,63678301,0.3106,41040002,0.2002,21065480,0.1028,79221330,0.3864,205005113,0.0125
2020年02月,屏東縣,112437893,0.3117,86966221,0.2411,67061637,0.1859,94234375,0.2613,360700126,0.0221
2020年02月,台東縣,32874929,0.4445,28875958,0.3904,2546961,0.0344,9666430,0.1307,73964278,0.0045
2020年02月,花蓮縣,52656404,0.2705,57387170,0.2948,2091494,0.0107,82525717,0.4239,194660785,0.0119
2020年02月,基隆市,58435733,0.5153,37825307,0.3336,12964,0.0001,17117776,0.151,113391780,0.0069
2020年02月,新竹市,67459474,0.0878,83913349,0.1092,763009,0.001,616505854,0.8021,768641686,0.047
2020年02月,嘉義市,38825638,0.4653,37015489,0.4436,617797,0.0074,6983504,0.0837,83442428,0.0051
2020年02月,澎湖縣,12504657,0.403,14199268,0.4577,373392,0.012,3948323,0.1273,31025640,0.0019
2020年02月,金門縣,9084300,0.4461,8673599,0.4259,248487,0.0122,2357302,0.1158,20363688,0.0012
2020年02月,連江縣,2035728,0.3589,3002203,0.5293,5602,0.001,628665,0.1108,5672198,0.0003
2020年02月,合計,3484814825,0.2133,3288916223,0.2013,251148756,0.0154,9313843393,0.57,16338723197,1
2020年01月,新北市,541209695,0.3793,442147248,0.3099,2212824,0.0016,441136587,0.3092,1426706354,0.0897
2020年01月,台北市,350787555,0.3262,674318425,0.6271,1158389,0.0011,48979335,0.0456,1075243704,0.0676
2020年01月,桃園市,287884683,0.1446,317117103,0.1593,3539430,0.0018,1382559476,0.6944,1991100692,0.1252
2020年01月,台中市,393278505,0.1653,405921545,0.1706,11993072,0.005,1567585683,0.659,2378778805,0.1496
2020年01月,台南市,252814679,0.1224,227940473,0.1103,29008059,0.014,1555914649,0.7532,2065677860,0.1299
2020年01月,高雄市,408751160,0.1818,413971352,0.1842,18836288,0.0084,1406450379,0.6256,2248009179,0.1414
2020年01月,宜蘭縣,59503442,0.2419,66380596,0.2698,4122739,0.0168,116003739,0.4715,246010516,0.0155
2020年01月,新竹縣,74747845,0.1032,69913145,0.0965,1552330,0.0021,578302708,0.7982,724516028,0.0456
2020年01月,苗栗縣,69879210,0.1376,57350985,0.1129,1995080,0.0039,378715947,0.7456,507941222,0.0319
2020年01月,彰化縣,157663283,0.1953,163179303,0.2021,32039830,0.0397,454517075,0.5629,807399491,0.0508
2020年01月,南投縣,57091671,0.2851,51286151,0.2561,7168651,0.0358,84675329,0.4229,200221802,0.0126
2020年01月,雲林縣,86957261,0.2126,67909416,0.166,25569739,0.0625,228665115,0.5589,409101531,0.0257
2020年01月,嘉義縣,62649139,0.3203,42764683,0.2187,17160432,0.0877,73000854,0.3733,195575108,0.0123
2020年01月,屏東縣,114748359,0.33,87092767,0.2505,57213983,0.1645,88689836,0.255,347744945,0.0219
2020年01月,台東縣,26876624,0.4063,28168596,0.4259,2240286,0.0339,8856131,0.1339,66141637,0.0042
2020年01月,花蓮縣,42186173,0.2388,60075789,0.3401,1870194,0.0106,72510782,0.4105,176642938,0.0111
2020年01月,基隆市,43117510,0.4417,38062001,0.3899,9075,0.0001,16435742,0.1684,97624328,0.0061
2020年01月,新竹市,66824622,0.0838,83820718,0.1052,686660,0.0009,645702395,0.8101,797034395,0.0501
2020年01月,嘉義市,34423799,0.4324,38150241,0.4792,438929,0.0055,6597503,0.0829,79610472,0.005
2020年01月,澎湖縣,12681469,0.3735,16880877,0.4972,310712,0.0092,4080661,0.1202,33953719,0.0021
2020年01月,金門縣,9137778,0.4197,10115139,0.4646,205557,0.0094,2314951,0.1063,21773425,0.0014
2020年01月,連江縣,2200617,0.3852,2871291,0.5026,5499,0.001,635521,0.1112,5712928,0.0004
2020年01月,合計,3155415079,0.1984,3365437844,0.2116,219337758,0.0138,9162330398,0.5762,15902521079,1
2019年12月,新北市,568966589,0.3771,448400239,0.2972,2290743,0.0015,489308704,0.3243,1508966275,0.0887
2019年12月,台北市,357165678,0.322,705761190,0.6362,1213291,0.0011,45156930,0.0407,1109297089,0.0652
2019年12月,桃園市,348463223,0.1571,342706527,0.1545,3997105,0.0018,1523347635,0.6867,2218514490,0.1305
2019年12月,台中市,429045112,0.1664,430104871,0.1668,13260701,0.0051,1706440887,0.6617,2578851571,0.1517
2019年12月,台南市,288305599,0.1305,251775194,0.114,32483644,0.0147,1636376711,0.7408,2208941148,0.1299
2019年12月,高雄市,371217553,0.161,447785237,0.1942,19882360,0.0086,1467184658,0.6362,2306069808,0.1356
2019年12月,宜蘭縣,64552151,0.2482,65405206,0.2515,4501393,0.0173,125636592,0.483,260095342,0.0153
2019年12月,新竹縣,87889782,0.1147,78878911,0.1029,1490186,0.0019,598065242,0.7804,766324121,0.0451
2019年12月,苗栗縣,66441910,0.1233,59676900,0.1107,2471639,0.0046,410439445,0.7614,539029894,0.0317
2019年12月,彰化縣,174450465,0.1933,177126278,0.1962,35818019,0.0397,515298667,0.5708,902693429,0.0531
2019年12月,南投縣,74015772,0.3113,57776116,0.243,8364145,0.0352,97614259,0.4105,237770292,0.014
2019年12月,雲林縣,96739061,0.2195,70023270,0.1588,29348379,0.0666,244709534,0.5551,440820244,0.0259
2019年12月,嘉義縣,62649098,0.2915,44883414,0.2088,19980269,0.093,87414130,0.4067,214926911,0.0126
2019年12月,屏東縣,116139160,0.3142,92787456,0.251,59589480,0.1612,101149167,0.2736,369665263,0.0217
2019年12月,台東縣,32012280,0.4237,30425406,0.4027,2514548,0.0333,10596082,0.1403,75548316,0.0044
2019年12月,花蓮縣,48859561,0.2425,61743479,0.3064,2162199,0.0107,88728145,0.4404,201493384,0.0118
2019年12月,基隆市,52209948,0.4686,40753240,0.3657,13473,0.0001,18448755,0.1656,111425416,0.0066
2019年12月,新竹市,62629821,0.0773,92398979,0.1141,730455,0.0009,654167508,0.8077,809926763,0.0476
2019年12月,嘉義市,38096623,0.4424,39995454,0.4645,572873,0.0067,7443620,0.0864,86108570,0.0051
2019年12月,澎湖縣,12483826,0.3835,15594433,0.4791,343409,0.0105,4129919,0.1269,32551587,0.0019
2019年12月,金門縣,8083408,0.3904,9768683,0.4718,244079,0.0118,2609033,0.126,20705203,0.0012
2019年12月,連江縣,1763876,0.3283,2946126,0.5483,6941,0.0013,656449,0.1222,5373392,0.0003
2019年12月,合計,3362180496,0.1977,3566716609,0.2097,241279331,0.0142,9834922072,0.5784,17005098508,1
2019年11月,新北市,687380070,0.3989,524581022,0.3044,2549901,0.0015,508622327,0.2952,1723133320,0.0952
2019年11月,台北市,445803367,0.3446,786989588,0.6083,1305001,0.001,59707618,0.0461,1293805574,0.0715
2019年11月,桃園市,337923082,0.1523,362644565,0.1635,4095757,0.0018,1513999407,0.6824,2218662811,0.1226
2019年11月,台中市,522411387,0.1972,489252860,0.1847,14625570,0.0055,1622330877,0.6125,2648620694,0.1463
2019年11月,台南市,339469200,0.1498,278943880,0.1231,37521679,0.0166,1609663488,0.7105,2265598247,0.1252
2019年11月,高雄市,568871709,0.2216,496574620,0.1934,21542243,0.0084,1480452485,0.5766,2567441057,0.1418
2019年11月,宜蘭縣,70872810,0.2477,74987890,0.2621,5236155,0.0183,135013036,0.4719,286109891,0.0158
2019年11月,新竹縣,93056917,0.121,81704898,0.1063,1912654,0.0025,592178759,0.7702,768853228,0.0425
2019年11月,苗栗縣,91224660,0.1556,66883132,0.1141,2670668,0.0046,425378534,0.7257,586156994,0.0324
2019年11月,彰化縣,208771854,0.2204,182667203,0.1929,41487455,0.0438,514174773,0.5429,947101285,0.0523
2019年11月,南投縣,68607454,0.2904,60058874,0.2542,9180123,0.0389,98376965,0.4165,236223416,0.0131
2019年11月,雲林縣,119971717,0.2478,81604286,0.1685,33436022,0.069,249220934,0.5147,484232959,0.0268
2019年11月,嘉義縣,82908108,0.3355,50923759,0.206,24025034,0.0972,89294902,0.3613,247151803,0.0137
2019年11月,屏東縣,149471679,0.3569,104354734,0.2492,63086240,0.1506,101867824,0.2432,418780477,0.0231
2019年11月,台東縣,32494846,0.4125,32881553,0.4174,2602979,0.033,10801803,0.1371,78781181,0.0044
2019年11月,花蓮縣,52165457,0.2549,68072235,0.3326,2170604,0.0106,82272108,0.402,204680404,0.0113
2019年11月,基隆市,52979790,0.4553,44801070,0.385,11307,0.0001,18576003,0.1596,116368170,0.0064
2019年11月,新竹市,85345057,0.1027,101844417,0.1226,823907,0.001,642806002,0.7737,830819383,0.0459
2019年11月,嘉義市,45801297,0.4471,48032241,0.4689,631850,0.0062,7979432,0.0779,102444820,0.0057
2019年11月,澎湖縣,16388983,0.3975,20174239,0.4893,372585,0.009,4295288,0.1042,41231095,0.0023
2019年11月,金門縣,12046731,0.4232,12552989,0.441,320689,0.0113,3544059,0.1245,28464468,0.0016
2019年11月,連江縣,2460728,0.3993,3066239,0.4975,9185,0.0015,626663,0.1017,6162815,0.0003
2019年11月,合計,4086426903,0.2258,3973596294,0.2195,269617608,0.0149,9771183287,0.5398,18100824092,1
2019年10月,新北市,880215360,0.448,546154057,0.278,2748875,0.0014,535486763,0.2726,1964605055,0.101
2019年10月,台北市,542987457,0.3713,859638800,0.5878,1486284,0.001,58402821,0.0399,1462515362,0.0752
2019年10月,桃園市,514133770,0.2052,408457788,0.163,5074200,0.002,1577891250,0.6298,2505557008,0.1288
2019年10月,台中市,585769617,0.2082,510973527,0.1816,16294193,0.0058,1700326033,0.6044,2813363370,0.1446
2019年10月,台南市,379283233,0.1571,309609221,0.1283,37831244,0.0157,1686799178,0.6989,2413522876,0.1241
2019年10月,高雄市,478834916,0.1885,526593179,0.2073,22070409,0.0087,1513029768,0.5956,2540528272,0.1306
2019年10月,宜蘭縣,91136992,0.295,75391766,0.244,6209522,0.0201,136181407,0.4408,308919687,0.0159
2019年10月,新竹縣,129980378,0.1514,98579497,0.1148,1632448,0.0019,628283181,0.7319,858475504,0.0441
2019年10月,苗栗縣,96655472,0.1641,68379073,0.1161,2846142,0.0048,421192484,0.715,589073171,0.0303
2019年10月,彰化縣,237749888,0.2352,202905791,0.2007,44416386,0.0439,525952081,0.5202,1011024146,0.052
2019年10月,南投縣,90310048,0.3358,65254468,0.2427,10101068,0.0376,103242596,0.3839,268908180,0.0138
2019年10月,雲林縣,126809857,0.25,81400378,0.1605,36486563,0.0719,262484448,0.5175,507181246,0.0261
2019年10月,嘉義縣,80784836,0.3248,51754684,0.2081,25917790,0.1042,90279632,0.363,248736942,0.0128
2019年10月,屏東縣,142699172,0.3416,105883131,0.2534,63281791,0.1515,105919760,0.2535,417783854,0.0215
2019年10月,台東縣,41445609,0.4508,35958511,0.3911,2449332,0.0266,12080230,0.1314,91933682,0.0047
2019年10月,花蓮縣,67683250,0.3134,70333491,0.3256,2275642,0.0105,75702004,0.3505,215994387,0.0111
2019年10月,基隆市,79559631,0.5336,49492259,0.3319,17843,0.0001,20043266,0.1344,149112999,0.0077
2019年10月,新竹市,95375571,0.1067,114915662,0.1285,947513,0.0011,682781190,0.7637,894019936,0.046
2019年10月,嘉義市,51196129,0.4645,49737856,0.4513,749003,0.0068,8524635,0.0774,110207623,0.0057
2019年10月,澎湖縣,17418890,0.4172,19324186,0.4628,435821,0.0104,4572726,0.1095,41751623,0.0021
2019年10月,金門縣,12903494,0.4355,12382117,0.4179,350576,0.0118,3996213,0.1349,29632400,0.0015
2019年10月,連江縣,2539868,0.372,3633149,0.5321,11924,0.0017,642648,0.0941,6827589,0.0004
2019年10月,合計,4745473438,0.244,4266752591,0.2194,283634569,0.0146,10153814314,0.5221,19449674912,1
2019年09月,新北市,1043568447,0.4661,636780335,0.2844,3172530,0.0014,555273648,0.248,2238794960,0.1106
2019年09月,台北市,664694423,0.3922,957272033,0.5648,684856,0.0004,72143110,0.0426,1694794422,0.0838
2019年09月,桃園市,484431254,0.1961,430582959,0.1743,5195697,0.0021,1549592971,0.6274,2469802881,0.1221
2019年09月,台中市,654854166,0.2271,552618044,0.1916,16554908,0.0057,1660036590,0.5756,2884063708,0.1425
2019年09月,台南市,396172778,0.1661,314789016,0.132,38205221,0.016,1635612563,0.6859,2384779578,0.1179
2019年09月,高雄市,649377467,0.2445,540172948,0.2034,21687326,0.0082,1444608710,0.5439,2655846451,0.1313
2019年09月,宜蘭縣,103167826,0.3119,89025403,0.2692,7201007,0.0218,131327269,0.3971,330721505,0.0163
2019年09月,新竹縣,130983226,0.1528,98737078,0.1152,2113764,0.0025,625174903,0.7295,857008971,0.0424
2019年09月,苗栗縣,127199643,0.2038,76136682,0.122,2880483,0.0046,417829633,0.6695,624046441,0.0308
2019年09月,彰化縣,254782698,0.2521,206901551,0.2047,47480852,0.047,501466532,0.4962,1010631633,0.0499
2019年09月,南投縣,76876984,0.3089,64013428,0.2572,9303374,0.0374,98655287,0.3964,248849073,0.0123
2019年09月,雲林縣,138851156,0.268,89503531,0.1728,38120761,0.0736,251619470,0.4857,518094918,0.0256
2019年09月,嘉義縣,94571964,0.358,54744686,0.2072,26750042,0.1013,88121759,0.3336,264188451,0.0131
2019年09月,屏東縣,166844239,0.3762,110342457,0.2488,61016099,0.1376,105303915,0.2374,443506710,0.0219
